"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M3","7","Sn + Br + Cl + Cs + Sn*Br + Cs*Br + Cs*Cl","0.0860529109253341","0.0110430200651814","0.921461914278787","0.09730760;0.09266721;0.09008812;0.08063238;0.06956925"
"M3","7","Sn + Br + Cl + Cs + Sn*Cl + Cs*Br + Cs*Cl","0.0897563998183629","0.00723792236203905","0.915260298750454","0.09967823;0.08932882;0.09362184;0.08124048;0.08491264"
"M3","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0895539160012226","0.00962277981107177","0.915279293269602","0.09805937;0.09256288;0.09842639;0.08046983;0.07825110"
"M3","7","Sn + Br + Cl + Cs + Br*Cl + Cs*Br + Cs*Cl","0.0854953918317101","0.0104489215770097","0.922577837468816","0.09853999;0.08984754;0.08736494;0.08127180;0.07045268"
"M3","8","Sn + Br + Cl + Cs + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0860369276917391","0.0112879902728827","0.921443326878037","0.09721003;0.09308117;0.09022925;0.08060024;0.06906394"
"M3","8","Sn + Br + Cl + Cs + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0896309060377765","0.00728469695031886","0.915488267779357","0.09943346;0.08980855;0.09354250;0.08120953;0.08416049"
"M3","7","Sn + Br + Cl + Cs + Cs*Sn + Cs*Br + Cs*Cl","0.0857224492004167","0.00688361255234008","0.922713442344002","0.09599553;0.08793756;0.08478913;0.08233929;0.07755075"
"M3","8","Sn + Br + Cl + Cs + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0865181518806829","0.00800004035184021","0.9211256367737","0.09537489;0.09077306;0.08954517;0.08161627;0.07528137"
"M3","8","Sn + Br + Cl + Cs + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0873570818554812","0.00639465194166421","0.91980700547668","0.09661792;0.08757659;0.08978182;0.08211529;0.08069380"
"M3","8","Sn + Br + Cl + Cs + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0858206427141836","0.00707439763499687","0.922512940322472","0.09608362;0.08843090;0.08511309;0.08234008;0.07713552"
"M3","5","Sn + Br + Cl + Cs + Sn^2","0.0679229743818526","0.014333357975214","0.949964114723013","0.08984872;0.06631721;0.07230372;0.05823809;0.05290713"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Sn*Br","0.0659501237544455","0.0130018822904399","0.953035237960874","0.08531101;0.06696732;0.06952684;0.05452401;0.05342144"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl","0.0725600303637766","0.0124355635062598","0.943641545588126","0.08509948;0.06517974;0.06938631;0.05751699;0.08561763"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl","0.0684363932109285","0.00991722915696978","0.950170418005776","0.08124527;0.06658685;0.06718177;0.05416988;0.07299820"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Br*Cl","0.068977056695581","0.0137902432318724","0.9485854860855","0.09076432;0.06699780;0.07233689;0.05849266;0.05629361"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl","0.067087921818427","0.0128247796585576","0.951492312210819","0.08686730;0.06750660;0.06960123;0.05466430;0.05680018"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl","0.0727701845162524","0.0119658122925448","0.943413949384345","0.08538016;0.06598447;0.07019706;0.05780746;0.08448177"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl","0.068664687578098","0.00997132241381264","0.949828402921181","0.08221011;0.06725271;0.06814952;0.05435615;0.07135494"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Cs*Sn","0.0636327263434025","0.0106337562969262","0.956663550280731","0.08102258;0.06364584;0.06309417;0.05712479;0.05327625"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn","0.0620882838909993","0.0105516718095061","0.958705088171875","0.07775818;0.06177212;0.06579452;0.05402937;0.05108723"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn","0.0684317358474917","0.0103153043485479","0.950132714826114","0.08028818;0.06296137;0.06336511;0.05708134;0.07846267"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0653517025028793","0.00838649802255248","0.95472499273716","0.07691759;0.06195783;0.06544583;0.05408169;0.06835557"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn","0.0642883920363554","0.0108288343195301","0.955751244125885","0.08228216;0.06434572;0.06287193;0.05753847;0.05440368"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn","0.0629721070958521","0.0107939952207134","0.957505176065487","0.07959624;0.06241725;0.06585823;0.05432754;0.05266128"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0690147945994913","0.0100809724838218","0.949328825503932","0.08169025;0.06371137;0.06486566;0.05752150;0.07728519"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0659609696683456","0.00885191661340579","0.953814224914944","0.07891156;0.06269630;0.06695884;0.05441495;0.06682320"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Cs*Br","0.0679478736691837","0.0142932853352184","0.949939850888912","0.08995382;0.06602435;0.07197100;0.05924961;0.05254057"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Br","0.0660205845777482","0.0129475256737754","0.952950423844365","0.08542096;0.06683159;0.06947331;0.05508435;0.05329271"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Br","0.0724229120687362","0.011916832896082","0.943956038493622","0.08504912;0.06487977;0.06875775;0.05872772;0.08470020"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Br","0.0684605501036198","0.00960858765041557","0.950186725211536","0.08125992;0.06637388;0.06716712;0.05494502;0.07255681"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Br","0.0690112842204677","0.0138420730170454","0.948525016543276","0.09108612;0.06668558;0.07203152;0.05926380;0.05598940"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Br","0.0671845306397282","0.01283579772388","0.951354504659996","0.08712123;0.06742415;0.06956980;0.05509783;0.05670963"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Br","0.0726916577110965","0.0116721435387732","0.943592003178233","0.08558367;0.06557564;0.06978653;0.05869530;0.08381715"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0687424426026088","0.00981560932258308","0.949742622643218","0.08238341;0.06702323;0.06828248;0.05493519;0.07108790"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Cs*Sn + Cs*Br","0.0631033201019567","0.0101030548934557","0.957462340855958","0.07980450;0.06223328;0.06227278;0.05837808;0.05282796"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Br","0.0622856092849418","0.0104015013544302","0.95847550324368","0.07694132;0.06075334;0.06788805;0.05503344;0.05081190"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0673885848600685","0.00908939161356972","0.95181318975789","0.07891197;0.06164891;0.06268465;0.05842177;0.07527561"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0652087072648763","0.00777400797137077","0.955000902571485","0.07600158;0.06100050;0.06758541;0.05517176;0.06628428"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Br","0.0637527114496887","0.010452034778847","0.95653953027266","0.08128379;0.06284955;0.06236371;0.05845535;0.05381116"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0631461674821258","0.0107430671384003","0.95728462346335","0.07890917;0.06137289;0.06816250;0.05510237;0.05218391"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0682059436040844","0.00917126886226472","0.950635819119686","0.08056069;0.06230978;0.06486399;0.05849230;0.07480296"
"M3","6","Sn + Br + Cl + Cs + Sn^2 + Cs*Cl","0.0663465258212804","0.0104566784490996","0.953003638256343","0.08307619;0.06411342;0.06885333;0.05693404;0.05875566"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Cl","0.0638309653009782","0.0100142802637783","0.956502184452922","0.07843315;0.06523712;0.06661800;0.05355538;0.05531117"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Cl","0.0726213368434833","0.0125846356326254","0.94352106840589","0.08266290;0.06411043;0.07216870;0.05692585;0.08723881"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0688277235062139","0.0097019038957081","0.94964312283901","0.07827289;0.06537653;0.07308547;0.05358483;0.07381889"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Cl","0.065974886572882","0.0100976855663493","0.953580111162099","0.08200290;0.06478260;0.06814888;0.05720274;0.05773731"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Cl","0.0636802854846339","0.00985033676252169","0.956730580196286","0.07782245;0.06581074;0.06619862;0.05369969;0.05486992"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Cl","0.07197438999809","0.0117460641273817","0.944669645884872","0.08163088;0.06482604;0.07055439;0.05720139;0.08565925"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0682933078361887","0.00913219082349973","0.950496485609197","0.07768358;0.06598215;0.07242930;0.05373944;0.07163207"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Cs*Sn + Cs*Cl","0.0638182703818826","0.00727268424860287","0.956950831191114","0.07525706;0.06196742;0.05900066;0.05681203;0.06605419"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0616745358477732","0.0064054338239165","0.959854615207257","0.07172540;0.06058999;0.06145673;0.05386468;0.06073588"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0679761815905585","0.00953990090106105","0.950917425135654","0.07596771;0.06220909;0.06529146;0.05681332;0.07959934"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0653662422396712","0.00800681362379192","0.95475821370236","0.07206334;0.06030892;0.07175021;0.05383562;0.06887313"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0635893226867359","0.00689585259924651","0.957299279308079","0.07473239;0.06267495;0.05860745;0.05731739;0.06461442"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0616838890585448","0.00631409887057849","0.95985030558266","0.07166512;0.06128698;0.06163209;0.05424820;0.05958705"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0674623170625354","0.00878431883757768","0.951760055800027","0.07542062;0.06285927;0.06383755;0.05732675;0.07786740"
"M3","7","Sn + Br + Cl + Cs + Sn^2 + Cs*Br + Cs*Cl","0.0663349454437085","0.0104719966623122","0.953017780077535","0.08333669;0.06385673;0.06847656;0.05799921;0.05800553"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Br + Cs*Cl","0.0638611606071625","0.0100318612079924","0.956459241994155","0.07872485;0.06505030;0.06642692;0.05416413;0.05493961"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0725781520671252","0.0120076343075365","0.943704785196013","0.08289111;0.06386070;0.07196062;0.05806200;0.08611633"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0688702087653962","0.00946176587410639","0.949619996210362","0.07854337;0.06519003;0.07315786;0.05424947;0.07321030"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Br + Cs*Cl","0.0659987795385797","0.010273444863396","0.953517414194028","0.08254942;0.06442272;0.06787642;0.05792129;0.05722406"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0637413200686327","0.00995383941605434","0.95663208020337","0.07828940;0.06561073;0.06606576;0.05410470;0.05463601"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0719562663429419","0.0114589307759277","0.94475211555715","0.08214339;0.06445084;0.07032954;0.05797671;0.08488086"
"M3","8","Sn + Br + Cl + Cs + Sn^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0628985275200059","0.00690829324098513","0.958218895887439","0.07374335;0.06064110;0.05667256;0.05806809;0.06536754"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0614874733447366","0.00577973926363115","0.960162063691895","0.07069493;0.05957918;0.06183270;0.05484880;0.06048175"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0660903181271267","0.00850712572892989","0.95372039073975","0.07439444;0.06080318;0.06104792;0.05801744;0.07618861"
"M3","9","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0628328665062865","0.0066821914794359","0.958329142679892","0.07354697;0.06124165;0.05678538;0.05813434;0.06445599"
"M3","5","Sn + Br + Cl + Cs + Br^2","0.0844335979551512","0.0140243512450246","0.923713773992763","0.09865384;0.08734082;0.09306381;0.08077032;0.06233920"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Sn*Br","0.0851759557632754","0.0142586219149941","0.922335838020032","0.09881925;0.09085895;0.09315223;0.08042583;0.06262351"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Sn*Cl","0.0876240017774776","0.00790464393755016","0.919125929374704","0.09756154;0.08740395;0.09323362;0.08100990;0.07891100"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl","0.0878842818197547","0.00883944125216532","0.918507005175446","0.09776735;0.09092329;0.09330490;0.08071568;0.07671019"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Br*Cl","0.084937203207106","0.0138450958396312","0.922863154535029","0.09959324;0.08771569;0.09312117;0.08076210;0.06349382"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl","0.0856344921567918","0.0140317929258106","0.921570426913138","0.09963971;0.09114248;0.09317626;0.08042015;0.06379386"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl","0.0880716405132224","0.00825471768251746","0.918253456384891","0.09861051;0.08787872;0.09371867;0.08099168;0.07915863"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl","0.0882551558881164","0.00919042852160077","0.91776819794316","0.09869798;0.09128835;0.09380915;0.08070044;0.07677986"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Cs*Sn","0.0840773565954257","0.0116842106755888","0.924859966751511","0.09615386;0.08592160;0.09123843;0.08138939;0.06568350"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn","0.0848014883167086","0.0123782787787066","0.923433627396277","0.09687099;0.08866244;0.09216619;0.08111433;0.06519350"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn","0.0866712129399466","0.00782524355990322","0.920875777027709","0.09658582;0.08618119;0.09198875;0.08147466;0.07712565"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0872951978502758","0.00863704718079471","0.919619483419581","0.09733576;0.08933391;0.09261573;0.08121640;0.07597419"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn","0.0844309652252157","0.0118365044665523","0.924205240795136","0.09718334;0.08630598;0.09124485;0.08139081;0.06602985"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn","0.0851209810459926","0.0124612623543432","0.922847427005701","0.09773336;0.08896448;0.09219516;0.08111520;0.06559670"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0872194546463201","0.00835166958224237","0.919803920170496","0.09811157;0.08664595;0.09256716;0.08147433;0.07729826"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0877773056664549","0.00911576455813377","0.918662255369392","0.09867534;0.08972135;0.09321200;0.08121633;0.07606151"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Cs*Br","0.0841689517541645","0.0143778367776801","0.924095709018182","0.09905377;0.08687437;0.09267418;0.08074374;0.06149869"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Br","0.0851170836923929","0.0146944349196295","0.922333335645738","0.09971264;0.09040086;0.09312046;0.08039475;0.06195671"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Br","0.087200430253944","0.0083710301343459","0.919834589506441","0.09772693;0.08693857;0.09300344;0.08099159;0.07734162"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Br","0.0876876181418804","0.00940497863963138","0.918779002230731","0.09842660;0.09038894;0.09344740;0.08070433;0.07547082"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Br","0.0846944092043014","0.0142481790218071","0.923198289981828","0.10020730;0.08713751;0.09271232;0.08075774;0.06265718"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Br","0.0856039360170747","0.0145036341022219","0.921510569553823","0.10069926;0.09064515;0.09312444;0.08041037;0.06314046"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Br","0.0877286032558764","0.00873103938025353","0.918814367475752","0.09899458;0.08727051;0.09357228;0.08098493;0.07782071"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0881431606380303","0.00972660321174467","0.917887356857188","0.09951327;0.09069477;0.09402093;0.08070096;0.07578587"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cs*Sn + Cs*Br","0.0835961472198583","0.0119241823221457","0.925656696609002","0.09582461;0.08491071;0.09119759;0.08127482;0.06477301"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Br","0.0846423328715599","0.0127888354416033","0.923627817330505","0.09706256;0.08764893;0.09300142;0.08106071;0.06443805"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0858378777838398","0.00854027794350442","0.922278318975336","0.09602971;0.08526857;0.09203705;0.08138788;0.07446618"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0868357075663908","0.00943099867324592","0.920332533216506","0.09728667;0.08836686;0.09347164;0.08119113;0.07386223"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn + Cs*Br","0.0839338750141017","0.0121492058536168","0.925017882079181","0.09702859;0.08514524;0.09118951;0.08128862;0.06501742"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0849502098942388","0.0129382744695863","0.923048145252133","0.09805358;0.08788235;0.09301853;0.08107463;0.06472196"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0864879160386657","0.00900298375197043","0.921035734158542","0.09771750;0.08557641;0.09275478;0.08139517;0.07499571"
"M3","6","Sn + Br + Cl + Cs + Br^2 + Cs*Cl","0.0836011855073468","0.00964713699626612","0.926067755941782","0.09310872;0.08649986;0.08944737;0.08050493;0.06844504"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Cl","0.0842279139454176","0.0104638774700405","0.924822563138763","0.09324337;0.09020394;0.08977611;0.08025323;0.06766292"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Cl","0.0868868734773044","0.00697882216001706","0.920592619099883","0.09401945;0.08640971;0.09393055;0.08040378;0.07967088"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0873413648257308","0.00846210871872691","0.919558816510056","0.09399177;0.09008455;0.09574927;0.08010447;0.07677676"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Cl","0.0835560731332101","0.00981198070446736","0.926118563620882","0.09290282;0.08700436;0.08942609;0.08043635;0.06801073"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Cl","0.0841871361932702","0.0106456013879305","0.924861185648921","0.09305538;0.09060053;0.08981317;0.08018779;0.06727882"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0871863867721019","0.00729527083999129","0.920006983863707","0.09376460;0.08690964;0.09528565;0.08033652;0.07963551"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0876527747714874","0.00901670649431493","0.918904152813567","0.09377077;0.09047233;0.09750196;0.08004085;0.07647797"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cs*Sn + Cs*Cl","0.0842078610035689","0.00627631944448426","0.92547163342591","0.09133504;0.08542492;0.08788260;0.08132564;0.07507112"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0849159916115796","0.00717660305342458","0.924109269426873","0.09191983;0.08857844;0.08876379;0.08108037;0.07423753"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0855577216506601","0.00648357252203853","0.923050723810299","0.09203675;0.08496635;0.09206068;0.08120188;0.07752296"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0864646812939494","0.00796104760083869","0.921227884999187","0.09266976;0.08771711;0.09501558;0.08092917;0.07599178"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0842706900184043","0.00639479462384371","0.925347130231642","0.09131959;0.08594443;0.08794269;0.08129734;0.07484940"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0849728948539843","0.00733560100016715","0.923987606752952","0.09187677;0.08900089;0.08893066;0.08105237;0.07400378"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0859288682722411","0.00692799884931965","0.922331954070327","0.09198129;0.08545648;0.09364421;0.08118166;0.07738070"
"M3","7","Sn + Br + Cl + Cs + Br^2 + Cs*Br + Cs*Cl","0.0832140069536179","0.0101679725362501","0.926655295443347","0.09373307;0.08608424;0.08868553;0.08037371;0.06719349"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Br + Cs*Cl","0.0840599580223038","0.0110399480753389","0.925012062827448","0.09449480;0.08967485;0.08936801;0.08012109;0.06664104"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0862848523414477","0.00737569284997023","0.921633150576464","0.09479373;0.08600961;0.09247016;0.08028276;0.07786800"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.086976259063735","0.00891637977882358","0.920156021470339","0.09538382;0.08958223;0.09454573;0.07998345;0.07538606"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Br + Cs*Cl","0.0832275341760941","0.0103006986352741","0.926607963555826","0.09373022;0.08644018;0.08871200;0.08031325;0.06694203"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0840794036001009","0.0111833057112993","0.924950177114176","0.09446912;0.09001459;0.08943869;0.08006623;0.06640838"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0866353884043382","0.00753854518359812","0.920977227340417","0.09473413;0.08636377;0.09365896;0.08022319;0.07819688"
"M3","8","Sn + Br + Cl + Cs + Br^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0835232140566511","0.00646627952833297","0.926652983573585","0.09115655;0.08452516;0.08682937;0.08114063;0.07396435"
"M3","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0845767192402316","0.00741693583199804","0.924680974706301","0.09235111;0.08754426;0.08851211;0.08095269;0.07352342"
