split,id,FA,MA,Cs,Pb,Sn,Br,Cl,I,Eg
train,348,0.0,0.0,1.0,0.3,0.7,0.0,0.0,1.0,1.29
train,349,0.0,1.0,0.0,1.0,0.0,0.2,0.8,0.0,2.98
train,350,0.83,0.17,0.0,1.0,0.0,0.4,0.0,0.6,1.72
train,351,0.0,1.0,0.0,0.38,0.62,0.0,0.0,1.0,1.22
train,352,0.0,1.0,0.0,1.0,0.0,0.027,0.0,0.973,1.6
train,353,0.85,0.0,0.15,1.0,0.0,0.1,0.0,0.9,1.56
train,354,0.0,1.0,0.0,0.95,0.05,0.0,0.0,1.0,1.5
train,355,0.55,0.37,0.08,1.0,0.0,0.0,0.0,1.0,1.53
train,356,0.5,0.0,0.5,1.0,0.0,0.17,0.0,0.83,1.62
train,357,0.39,0.6,0.01,1.0,0.0,0.008,0.0,0.992,1.6
train,358,0.0,1.0,0.0,0.625,0.375,0.0,0.0,1.0,1.25
train,359,0.0,1.0,0.0,1.0,0.0,0.83,0.17,0.0,2.46
train,360,1.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,1.337
train,361,0.0,1.0,0.0,1.0,0.0,0.075,0.0,0.925,1.62
train,362,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.311
train,363,0.83,0.12,0.05,1.0,0.0,0.13,0.0,0.87,1.6
train,364,0.0,1.0,0.0,0.75,0.25,0.5,0.0,0.5,1.65
train,365,0.0,1.0,0.0,1.0,0.0,0.233,0.0,0.767,1.68
train,366,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
train,367,0.79,0.16,0.05,1.0,0.0,0.167,0.0,0.833,1.565
train,368,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.54
train,369,0.0,0.9,0.1,0.75,0.25,0.0,0.0,1.0,1.39
train,370,0.0,1.0,0.0,0.9,0.1,0.0,0.0,1.0,1.5
train,371,0.85,0.1,0.05,1.0,0.0,0.15,0.0,0.85,1.59
train,372,0.1,0.9,0.0,1.0,0.0,0.0,0.0,1.0,1.553
train,373,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.566
train,374,0.0,1.0,0.0,0.5,0.5,0.4,0.0,0.6,1.48
train,375,0.0,1.0,0.0,0.0,1.0,0.5,0.167,0.333,1.97
train,376,0.0,1.0,0.0,0.6,0.4,0.0,0.0,1.0,1.39
train,377,0.7,0.3,0.0,1.0,0.0,0.256,0.0,0.744,1.71
train,378,0.7,0.3,0.0,1.0,0.0,0.033,0.0,0.967,1.58
train,379,0.7,0.3,0.0,1.0,0.0,0.3,0.0,0.7,1.71
train,380,0.0,1.0,0.0,1.0,0.0,0.9,0.1,0.0,2.19
train,381,0.5,0.5,0.0,1.0,0.0,0.167,0.0,0.833,1.612
train,382,0.4,0.1,0.5,1.0,0.0,0.17,0.0,0.83,1.7
train,383,0.33,0.67,0.0,1.0,0.0,1.0,0.0,0.0,2.288
train,384,0.0,1.0,0.0,1.0,0.0,0.417,0.0,0.583,1.76
train,385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4
train,386,0.0,0.7,0.3,1.0,0.0,0.0,0.0,1.0,1.58
train,387,0.75,0.0,0.25,1.0,0.0,0.3,0.0,0.7,1.73
train,388,0.8,0.0,0.2,1.0,0.0,0.4,0.0,0.6,1.803
train,389,0.0,0.8,0.2,1.0,0.0,0.0,0.0,1.0,1.62
train,390,1.0,0.0,0.0,0.375,0.625,0.0,0.0,1.0,1.21
train,391,0.2,0.5,0.3,1.0,0.0,0.0,0.0,1.0,1.64
train,392,1.0,0.0,0.0,0.0,1.0,0.333,0.0,0.667,1.571
train,393,0.0,1.0,0.0,1.0,0.0,0.36,0.64,0.0,2.81
train,394,0.0,1.0,0.0,1.0,0.0,0.29,0.0,0.71,1.715
train,395,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.667,1.6
train,396,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.3
train,397,0.93,0.0,0.07,1.0,0.0,0.05,0.0,0.95,1.62
train,398,0.664,0.136,0.2,1.0,0.0,0.35,0.0,0.65,1.77
train,399,0.76,0.19,0.05,1.0,0.0,0.2,0.0,0.8,1.59
train,400,1.0,0.0,0.0,1.0,0.0,0.7,0.3,0.0,2.44
train,401,0.0,0.0,1.0,1.0,0.0,0.967,0.0,0.033,2.38
train,402,0.55,0.0,0.45,1.0,0.0,0.05,0.0,0.95,1.62
train,403,0.81,0.09,0.1,1.0,0.0,0.01,0.0,0.99,1.6
train,404,0.79,0.15,0.06,1.0,0.0,0.6,0.0,0.4,1.805
train,405,0.7885,0.1615,0.05,1.0,0.0,0.1,0.0,0.9,1.55
train,406,0.85,0.0,0.15,1.0,0.0,0.27,0.0,0.73,1.72
train,407,0.79,0.16,0.05,1.0,0.0,0.16,0.0,0.84,1.582
train,408,0.66,0.14,0.2,0.25,0.75,0.167,0.0,0.833,1.28
train,409,0.8,0.2,0.0,1.0,0.0,0.095,0.0,0.905,1.61
train,410,0.0,0.0,1.0,0.1,0.9,0.0,0.0,1.0,1.22
train,411,0.75,0.15,0.1,0.25,0.75,0.167,0.0,0.833,1.29
train,412,0.75,0.25,0.0,1.0,0.0,0.17,0.0,0.83,1.65
train,413,0.3,0.7,0.0,1.0,0.0,0.15,0.0,0.85,1.66
train,414,0.12,0.0,0.88,1.0,0.0,0.0,0.0,1.0,1.51
train,415,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,1.833
train,416,0.36,0.54,0.1,1.0,0.0,0.067,0.0,0.933,1.59
train,417,0.85,0.0,0.15,0.0,1.0,0.0,0.0,1.0,1.35
train,418,1.0,0.0,0.0,1.0,0.0,0.81,0.19,0.0,2.36
train,419,0.75,0.0,0.25,0.0,1.0,0.0,0.0,1.0,1.29
train,420,1.0,0.0,0.0,0.0,1.0,0.167,0.0,0.833,1.53
train,421,0.78,0.13,0.05,1.0,0.0,0.15,0.0,0.85,1.6
train,422,0.75,0.15,0.1,1.0,0.0,0.167,0.0,0.833,1.63
train,423,0.0,1.0,0.0,1.0,0.0,0.72,0.0,0.28,2.01
train,424,0.0,0.0,1.0,1.0,0.0,0.333,0.0,0.667,1.916
train,425,1.0,0.0,0.0,1.0,0.0,0.75,0.25,0.0,2.39
train,426,0.83,0.0,0.17,0.6,0.4,0.0,0.0,1.0,1.275
train,427,0.76,0.16,0.08,1.0,0.0,0.17,0.0,0.83,1.62
train,428,0.75,0.1,0.15,1.0,0.0,0.0,0.0,1.0,1.554
train,429,0.81,0.14,0.05,1.0,0.0,0.13,0.0,0.87,1.59
train,430,0.85,0.0,0.15,1.0,0.0,0.29,0.0,0.71,1.72
train,431,0.5,0.5,0.0,1.0,0.0,0.333,0.0,0.667,1.751
train,432,0.0,1.0,0.0,0.75,0.25,0.2,0.0,0.8,1.48
train,433,0.68,0.26,0.05,0.75,0.25,0.133,0.0,0.867,1.36
train,434,0.79,0.16,0.05,1.0,0.0,0.333,0.0,0.667,1.61
train,435,0.88,0.12,0.0,1.0,0.0,0.0,0.0,1.0,1.53
train,436,0.81,0.19,0.0,1.0,0.0,0.18,0.0,0.82,1.62
train,437,0.0,1.0,0.0,1.0,0.0,0.05,0.0,0.95,1.57
train,438,0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.354
train,439,0.83,0.0,0.17,1.0,0.0,0.27,0.0,0.73,1.7
train,440,0.67,0.33,0.0,1.0,0.0,0.167,0.0,0.833,1.638
train,441,0.2,0.8,0.0,1.0,0.0,0.1,0.0,0.9,1.59
train,442,0.83,0.0,0.17,1.0,0.0,0.267,0.0,0.733,1.72
train,443,0.83,0.17,0.0,1.0,0.0,0.173,0.0,0.827,1.64
train,444,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.268
train,445,0.0,1.0,0.0,1.0,0.0,0.833,0.0,0.167,2.161
train,446,1.0,0.0,0.0,0.875,0.125,0.0,0.0,1.0,1.33
train,447,0.17,0.83,0.0,1.0,0.0,0.167,0.0,0.833,1.625
train,448,0.8,0.2,0.0,1.0,0.0,0.067,0.0,0.933,1.53
train,449,0.92,0.08,0.0,1.0,0.0,0.08,0.0,0.92,1.56
train,450,0.4,0.6,0.0,1.0,0.0,0.2,0.0,0.8,1.68
train,451,0.0,1.0,0.0,1.0,0.0,0.29,0.71,0.0,2.88
train,452,0.3,0.7,0.0,1.0,0.0,0.0,0.0,1.0,1.55
train,453,0.82,0.14,0.04,1.0,0.0,0.14,0.0,0.86,1.58
train,454,0.66,0.14,0.2,0.0,1.0,0.167,0.0,0.833,1.42
train,455,0.79,0.16,0.05,0.25,0.75,0.167,0.0,0.833,1.3
train,456,0.7,0.3,0.0,1.0,0.0,0.095,0.0,0.905,1.63
train,457,0.85,0.15,0.0,1.0,0.0,0.07,0.0,0.93,1.56
train,458,0.79,0.16,0.05,0.16,0.84,0.173,0.0,0.827,1.38
train,459,0.4,0.6,0.0,1.0,0.0,0.067,0.0,0.933,1.56
train,460,0.0,0.0,1.0,0.0,1.0,0.33,0.67,0.0,2.1
train,461,0.0,1.0,0.0,0.4,0.6,0.5,0.0,0.5,1.27
train,462,0.8,0.2,0.0,1.0,0.0,0.2,0.0,0.8,1.5
train,463,0.6,0.0,0.4,1.0,0.0,0.095,0.0,0.905,1.61
train,464,0.85,0.15,0.0,1.0,0.0,0.167,0.0,0.833,1.65
train,465,0.83,0.03,0.14,1.0,0.0,0.17,0.0,0.83,1.63
train,466,0.75,0.15,0.1,1.0,0.0,0.167,0.0,0.833,1.61
train,467,0.0,1.0,0.0,1.0,0.0,0.01,0.0,0.99,1.6
train,468,0.0,1.0,0.0,1.0,0.0,0.467,0.0,0.533,1.791
train,469,0.75,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.53
train,470,0.6,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.249
train,471,0.83,0.17,0.0,1.0,0.0,0.17,0.0,0.83,1.62
train,472,0.666,0.2668,0.0664,1.0,0.0,0.095,0.0,0.905,1.63
train,473,0.83,0.0,0.17,1.0,0.0,0.25,0.0,0.75,1.715
train,474,0.2,0.7,0.1,1.0,0.0,0.0,0.0,1.0,1.62
train,475,1.0,0.0,0.0,0.75,0.25,0.0,0.0,1.0,1.393
train,476,0.0,1.0,0.0,0.7,0.3,0.0,0.0,1.0,1.278
train,477,0.788,0.162,0.05,1.0,0.0,0.17,0.0,0.83,1.59
train,478,0.2,0.4,0.4,1.0,0.0,0.0,0.0,1.0,1.64
train,479,0.66,0.14,0.2,0.5,0.5,0.167,0.0,0.833,1.31
train,480,0.65,0.3,0.05,1.0,0.0,0.05,0.0,0.95,1.55
train,481,0.0,1.0,0.0,1.0,0.0,0.58,0.0,0.42,1.924
train,482,0.79,0.16,0.05,1.0,0.0,0.17,0.0,0.83,1.63
train,483,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.38
train,484,0.83,0.17,0.0,1.0,0.0,0.167,0.0,0.833,1.622
train,485,0.6,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.54
train,486,0.0,1.0,0.0,0.375,0.625,0.0,0.0,1.0,1.2
train,487,0.0,0.9,0.1,1.0,0.0,0.4,0.0,0.6,1.82
train,488,0.75,0.05,0.2,1.0,0.0,0.17,0.0,0.83,1.63
train,489,0.8,0.0,0.2,1.0,0.0,0.35,0.0,0.65,1.76
train,490,0.0,1.0,0.0,1.0,0.0,0.267,0.0,0.733,1.75
train,491,0.33,0.67,0.0,1.0,0.0,0.5,0.0,0.5,1.855
train,492,0.0,0.9,0.1,1.0,0.0,0.333,0.0,0.667,1.77
train,493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4
train,494,0.0,0.0,1.0,1.0,0.0,0.933,0.0,0.067,2.35
train,495,1.0,0.0,0.0,1.0,0.0,0.667,0.0,0.333,1.969
train,496,0.0,1.0,0.0,1.0,0.0,0.67,0.33,0.0,2.57
train,497,0.4,0.6,0.0,1.0,0.0,0.033,0.0,0.967,1.55
train,498,1.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,1.29
train,499,0.3,0.7,0.0,1.0,0.0,0.2,0.0,0.8,1.69
train,500,0.0,1.0,0.0,0.4,0.6,0.133,0.0,0.867,1.26
train,501,0.0,0.9,0.1,0.5,0.5,0.0,0.0,1.0,1.29
train,502,0.0,1.0,0.0,1.0,0.0,0.067,0.0,0.933,1.62
train,503,0.0,1.0,0.0,0.75,0.25,0.1,0.0,0.9,1.43
train,504,0.0,1.0,0.0,0.125,0.875,0.0,0.0,1.0,1.18
train,505,0.6,0.1,0.3,1.0,0.0,0.256,0.0,0.744,1.72
train,506,0.8,0.0,0.2,0.5,0.5,0.0,0.0,1.0,1.31
train,507,0.0,1.0,0.0,0.2,0.8,0.133,0.0,0.867,1.26
train,508,0.83,0.0,0.17,0.3,0.7,0.0,0.0,1.0,1.25
train,509,0.825,0.15,0.025,1.0,0.0,0.15,0.0,0.85,1.651
train,510,0.2,0.0,0.8,1.0,0.0,0.2,0.0,0.8,1.603
train,511,0.85,0.1,0.05,1.0,0.0,0.01,0.0,0.99,1.598
train,512,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.11
train,513,0.975,0.025,0.0,1.0,0.0,0.0,0.0,1.0,1.48
train,514,0.666,0.0664,0.2668,1.0,0.0,0.095,0.0,0.905,1.65
train,515,0.0,1.0,0.0,1.0,0.0,0.07,0.93,0.0,3.13
train,516,0.0,0.0,1.0,0.9,0.1,0.667,0.0,0.333,1.79
train,517,0.83,0.0,0.17,0.9,0.1,0.0,0.0,1.0,1.44
test,0,0.0,1.0,0.0,1.0,0.0,0.56,0.44,0.0,2.68
test,1,0.8,0.04,0.16,1.0,0.0,0.61,0.0,0.39,1.91
test,2,0.0,1.0,0.0,1.0,0.0,0.8,0.2,0.0,2.55
test,3,0.75,0.15,0.1,0.5,0.5,0.167,0.0,0.833,1.31
test,4,0.77,0.16,0.07,1.0,0.0,0.167,0.0,0.833,1.639
test,5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.231
test,6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.576
test,7,0.85,0.1,0.05,1.0,0.0,1.0,0.0,0.0,2.28
test,8,0.79,0.16,0.05,1.0,0.0,0.16,0.0,0.84,1.6
test,9,0.0,1.0,0.0,1.0,0.0,0.26,0.0,0.74,1.69
test,10,0.0,1.0,0.0,1.0,0.0,0.4,0.6,0.0,2.84
test,11,0.0,1.0,0.0,1.0,0.0,0.31,0.69,0.0,2.84
test,12,0.75,0.0,0.25,0.5,0.5,0.0,0.0,1.0,1.236
test,13,0.75,0.25,0.0,0.75,0.25,0.0,0.0,1.0,1.33
test,14,0.0,1.0,0.0,0.4,0.6,0.2,0.0,0.8,1.24
test,15,0.67,0.33,0.0,1.0,0.0,1.0,0.0,0.0,2.28
test,16,0.1,0.9,0.0,1.0,0.0,0.9,0.0,0.1,2.14
test,17,0.0,0.9,0.1,0.7,0.3,0.0,0.0,1.0,1.39
test,18,0.67,0.33,0.0,1.0,0.0,0.5,0.0,0.5,1.848
test,19,0.0,0.2,0.8,1.0,0.0,0.0,0.0,1.0,1.72
test,20,0.0,1.0,0.0,1.0,0.0,0.42,0.0,0.58,1.9
test,21,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.04
test,22,0.83,0.17,0.0,1.0,0.0,0.01,0.0,0.99,1.6
test,23,0.75,0.0,0.25,0.37,0.63,0.0,0.0,1.0,1.24
test,24,0.75,0.25,0.0,1.0,0.0,0.25,0.0,0.75,1.61
test,25,0.6,0.4,0.0,1.0,0.0,0.095,0.0,0.905,1.64
test,26,0.67,0.33,0.0,1.0,0.0,0.333,0.0,0.667,1.682
test,27,0.0,1.0,0.0,1.0,0.0,0.44,0.56,0.0,2.79
test,28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.73
test,29,0.0,1.0,0.0,0.1,0.9,0.0,0.0,1.0,1.18
test,30,0.25,0.75,0.0,0.75,0.25,0.0,0.0,1.0,1.331
test,31,0.79,0.15,0.06,1.0,0.0,0.15,0.0,0.85,1.593
test,32,0.6,0.1,0.3,1.0,0.0,0.095,0.0,0.905,1.65
test,33,0.0,1.0,0.0,1.0,0.0,0.567,0.0,0.433,1.94
test,34,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.667,1.8
test,35,0.8,0.0,0.2,1.0,0.0,0.0,0.0,1.0,1.571
test,36,0.7,0.0,0.3,0.7,0.3,0.0,0.0,1.0,1.3
test,37,0.9,0.0,0.1,1.0,0.0,0.095,0.0,0.905,1.56
test,38,0.0,0.0,1.0,1.0,0.0,0.6,0.4,0.0,2.47
test,39,0.05,0.95,0.0,1.0,0.0,0.0,0.0,1.0,1.502
test,40,0.83,0.0,0.17,0.4,0.6,0.0,0.0,1.0,1.25
test,41,0.0,1.0,0.0,0.75,0.25,0.0,0.0,1.0,1.24
test,42,0.96,0.04,0.0,1.0,0.0,0.04,0.0,0.96,1.48
test,43,0.0,1.0,0.0,1.0,0.0,0.037,0.0,0.963,1.585
test,44,0.0,1.0,0.0,0.0,1.0,0.88,0.0,0.12,1.83
test,45,0.79,0.16,0.05,1.0,0.0,0.1,0.0,0.9,1.55
test,46,0.9,0.1,0.0,1.0,0.0,0.1,0.0,0.9,1.5
test,47,0.8,0.2,0.0,1.0,0.0,0.256,0.0,0.744,1.72
test,48,0.0,1.0,0.0,1.0,0.0,0.047,0.0,0.953,1.591
test,49,0.83,0.0,0.17,1.0,0.0,0.333,0.0,0.667,1.643
test,50,0.0,1.0,0.0,1.0,0.0,0.113,0.0,0.887,1.65
test,51,0.3,0.7,0.0,1.0,0.0,0.1,0.0,0.9,1.58
test,52,0.9,0.1,0.0,1.0,0.0,0.095,0.0,0.905,1.61
test,53,0.0,1.0,0.0,0.6,0.4,0.133,0.0,0.867,1.26
test,54,0.33,0.67,0.0,1.0,0.0,0.833,0.0,0.167,2.139
test,55,0.6,0.3,0.1,1.0,0.0,0.095,0.0,0.905,1.64
test,56,0.6,0.4,0.0,0.4,0.6,0.08,0.0,0.92,1.28
test,57,0.8,0.15,0.05,1.0,0.0,0.05,0.0,0.95,1.622
test,58,0.0,0.4,0.6,1.0,0.0,0.0,0.0,1.0,1.68
test,59,0.79,0.16,0.05,1.0,0.0,0.17,0.0,0.83,1.59
test,60,0.0,0.97,0.03,1.0,0.0,0.03,0.0,0.97,1.6
test,61,0.79,0.16,0.05,0.0,1.0,0.167,0.0,0.833,1.45
test,62,0.92,0.0,0.08,1.0,0.0,0.0,0.0,1.0,1.51
test,63,0.666,0.2668,0.0664,1.0,0.0,0.256,0.0,0.744,1.71
test,64,0.0,1.0,0.0,1.0,0.0,0.187,0.0,0.813,1.68
test,65,0.75,0.25,0.0,1.0,0.0,0.15,0.0,0.85,1.62
test,66,0.65,0.2,0.15,1.0,0.0,0.2,0.0,0.8,1.68
test,67,0.8668,0.0664,0.066,1.0,0.0,0.256,0.0,0.744,1.7
test,68,0.6,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.25
test,69,1.0,0.0,0.0,1.0,0.0,0.05,0.0,0.95,1.62
test,70,0.0,0.0,1.0,1.0,0.0,0.333,0.0,0.667,1.91
test,71,0.5,0.5,0.0,0.75,0.25,0.0,0.0,1.0,1.33
test,72,0.85,0.0,0.15,0.375,0.625,0.0,0.0,1.0,1.24
test,73,0.72,0.08,0.2,1.0,0.0,0.01,0.0,0.99,1.62
test,74,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.791
test,75,0.4,0.6,0.0,1.0,0.0,0.0,0.0,1.0,1.541
test,76,0.7885,0.1615,0.05,1.0,0.0,0.17,0.0,0.83,1.576
test,77,0.8,0.0,0.2,1.0,0.0,0.25,0.0,0.75,1.67
test,78,0.87,0.13,0.0,1.0,0.0,0.0,0.0,1.0,1.5
test,79,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.8,1.36
test,80,0.0,1.0,0.0,0.7,0.3,0.0,0.0,1.0,1.285
test,81,0.02,0.98,0.0,1.0,0.0,0.0,0.0,1.0,1.51
test,82,0.92,0.08,0.0,1.0,0.0,0.0,0.0,1.0,1.55
test,83,0.83,0.0,0.17,1.0,0.0,0.17,0.0,0.83,1.623
test,84,0.83,0.17,0.0,1.0,0.0,0.333,0.0,0.667,1.684
test,85,0.33,0.67,0.0,1.0,0.0,0.333,0.0,0.667,1.757
test,86,0.5,0.5,0.0,1.0,0.0,0.667,0.0,0.333,1.957
test,87,0.0,1.0,0.0,0.0,1.0,0.667,0.0,0.333,1.77
test,88,0.81,0.14,0.05,1.0,0.0,0.14,0.0,0.86,1.61
test,89,0.0,1.0,0.0,1.0,0.0,0.22,0.0,0.78,1.58
test,90,0.75,0.0,0.25,1.0,0.0,0.1,0.0,0.9,1.57
test,91,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,2.75
