id,FA,MA,Cs,Pb,Sn,Br,Cl,I,Eg,source_row_index,sample_id,original_split,A_sum,B_sum,X_sum,A_closure_error,B_closure_error,X_closure_error,numeric_complete,fractions_within_0_1,closure_pass
180,0.0,1.0,0.0,1.0,0.0,0.27,0.0,0.73,1.71,180,train_180,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
181,0.6,0.4,0.0,0.4,0.6,0.04,0.0,0.96,1.26,181,train_181,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
182,0.8,0.2,0.0,1.0,0.0,0.0,0.0,1.0,1.412,182,train_182,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
183,0.0,1.0,0.0,0.8,0.2,0.133,0.0,0.867,1.26,183,train_183,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
184,0.75,0.1,0.15,1.0,0.0,0.033,0.0,0.967,1.57,184,train_184,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
185,0.15,0.85,0.0,1.0,0.0,0.0,0.0,1.0,1.63,185,train_185,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
186,0.0,1.0,0.0,1.0,0.0,0.84,0.0,0.16,2.154,186,train_186,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
187,0.9,0.0,0.1,1.0,0.0,0.256,0.0,0.744,1.72,187,train_187,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
188,1.0,0.0,0.0,1.0,0.0,0.095,0.0,0.905,1.59,188,train_188,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
189,1.0,0.0,0.0,0.2,0.8,0.0,0.0,1.0,1.29,189,train_189,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
190,0.0,1.0,0.0,1.0,0.0,0.13,0.0,0.87,1.641,190,train_190,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
191,0.875,0.0,0.125,1.0,0.0,0.125,0.0,0.875,1.581,191,train_191,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
192,0.7,0.25,0.05,1.0,0.0,0.0,0.0,1.0,1.51,192,train_192,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
193,0.85,0.15,0.0,1.0,0.0,0.15,0.0,0.85,1.58,193,train_193,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
194,0.8,0.0,0.2,1.0,0.0,0.095,0.0,0.905,1.65,194,train_194,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
195,0.83,0.17,0.0,1.0,0.0,0.17,0.0,0.83,1.6,195,train_195,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
196,0.0,1.0,0.0,0.4,0.6,0.4,0.0,0.6,1.26,196,train_196,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
197,0.85,0.15,0.0,1.0,0.0,0.2,0.0,0.8,1.616,197,train_197,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
198,0.66,0.34,0.0,1.0,0.0,0.0,0.0,1.0,1.533,198,train_198,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
199,0.026,0.974,0.0,1.0,0.0,0.0,0.0,1.0,1.516,199,train_199,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
200,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.295,200,train_200,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
201,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.23,201,train_201,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
202,0.1,0.8,0.1,1.0,0.0,0.0,0.0,1.0,1.5,202,train_202,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
203,0.125,0.875,0.0,1.0,0.0,0.333,0.0,0.667,1.71,203,train_203,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
204,0.17,0.83,0.0,1.0,0.0,0.667,0.0,0.333,1.989,204,train_204,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
205,0.77,0.2,0.03,1.0,0.0,0.153,0.0,0.847,1.5,205,train_205,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
206,0.0,1.0,0.0,1.0,0.0,0.4,0.0,0.6,1.781,206,train_206,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
207,0.32,0.48,0.2,1.0,0.0,0.067,0.0,0.933,1.607,207,train_207,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
208,0.79,0.16,0.05,0.832,0.168,0.173,0.0,0.827,1.38,208,train_208,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
209,0.79,0.16,0.05,1.0,0.0,0.0,0.0,1.0,1.57,209,train_209,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
210,0.0,0.0,1.0,0.0,1.0,0.333,0.0,0.667,1.37,210,train_210,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
211,0.8668,0.0664,0.0664,1.0,0.0,0.095,0.0,0.905,1.63,211,train_211,train,0.9996,1.0,1.0,-0.00039999999999995595,0.0,0.0,True,True,False
212,0.8,0.0,0.2,0.3,0.7,0.0,0.0,1.0,1.35,212,train_212,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
213,0.83,0.0,0.17,1.0,0.0,0.057,0.0,0.943,1.6,213,train_213,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
214,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.9,214,train_214,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
215,1.0,0.0,0.0,1.0,0.0,0.89,0.11,0.0,2.3,215,train_215,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
216,0.75,0.2,0.05,1.0,0.0,0.0,0.0,1.0,1.52,216,train_216,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
217,0.83,0.0,0.17,1.0,0.0,0.4,0.0,0.6,1.75,217,train_217,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
218,0.83,0.0,0.17,1.0,0.0,0.4,0.0,0.6,1.74,218,train_218,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
219,0.83,0.17,0.0,1.0,0.0,0.153,0.0,0.847,1.57,219,train_219,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
220,0.0,1.0,0.0,1.0,0.0,0.3,0.0,0.7,1.72,220,train_220,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
221,0.7,0.0,0.3,1.0,0.0,0.05,0.0,0.95,1.62,221,train_221,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
222,0.0,0.0,1.0,0.0,1.0,0.167,0.0,0.833,1.375,222,train_222,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
223,0.7,0.25,0.05,1.0,0.0,0.0,0.0,1.0,1.51,223,train_223,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
224,0.44,0.56,0.0,1.0,0.0,0.11,0.0,0.89,1.62,224,train_224,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
225,0.33,0.66,0.0,0.66,0.33,0.0,0.0,1.0,1.3,225,train_225,train,0.99,0.99,1.0,-0.010000000000000009,-0.010000000000000009,0.0,True,True,False
226,0.5,0.45,0.05,0.5,0.5,0.0,0.0,1.0,1.22,226,train_226,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
227,0.67,0.33,0.0,1.0,0.0,0.833,0.0,0.167,2.115,227,train_227,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
228,1.0,0.0,0.0,1.0,0.0,0.833,0.0,0.167,2.105,228,train_228,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
229,0.85,0.0,0.15,1.0,0.0,0.05,0.0,0.95,1.587,229,train_229,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
230,0.75,0.08,0.17,1.0,0.0,0.13,0.0,0.87,1.61,230,train_230,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
231,0.85,0.0,0.15,1.0,0.0,0.0,0.0,1.0,1.541,231,train_231,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
232,0.79,0.16,0.05,1.0,0.0,0.15,0.0,0.85,1.614,232,train_232,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
233,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.3,233,train_233,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
234,0.9,0.1,0.0,1.0,0.0,0.256,0.0,0.744,1.7,234,train_234,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
235,0.0,1.0,0.0,1.0,0.0,0.2,0.8,0.0,2.83,235,train_235,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
236,0.79,0.16,0.05,0.58,0.42,0.173,0.0,0.827,1.38,236,train_236,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
237,0.74,0.16,0.1,1.0,0.0,0.17,0.0,0.83,1.61,237,train_237,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
238,0.3,0.7,0.0,1.0,0.0,0.1,0.0,0.9,1.603,238,train_238,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
239,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.22,239,train_239,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
240,0.0,1.0,0.0,1.0,0.0,0.42,0.0,0.58,1.79,240,train_240,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
241,0.8,0.04,0.16,1.0,0.0,0.5,0.0,0.5,1.82,241,train_241,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
242,0.17,0.83,0.0,1.0,0.0,0.0,0.0,1.0,1.588,242,train_242,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
243,0.5,0.38,0.12,1.0,0.0,0.32,0.0,0.68,1.72,243,train_243,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
244,0.0,1.0,0.0,1.0,0.0,0.11,0.0,0.89,1.627,244,train_244,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
245,0.0,0.7,0.3,0.5,0.5,0.0,0.0,1.0,1.28,245,train_245,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
246,0.0,0.8,0.2,0.5,0.5,0.0,0.0,1.0,1.3,246,train_246,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
247,0.8,0.15,0.05,1.0,0.0,0.15,0.0,0.85,1.59,247,train_247,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
248,0.0,0.95,0.05,1.0,0.0,0.0,0.0,1.0,1.61,248,train_248,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
249,1.0,0.0,0.0,1.0,0.0,0.256,0.0,0.744,1.7,249,train_249,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
250,0.6,0.4,0.0,0.4,0.6,0.06,0.0,0.94,1.272,250,train_250,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
251,0.0,1.0,0.0,0.75,0.25,0.8,0.0,0.2,1.9,251,train_251,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
252,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.48,252,train_252,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
253,0.9,0.0,0.1,1.0,0.0,0.0,0.0,1.0,1.512,253,train_253,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
254,0.5,0.5,0.0,1.0,0.0,0.833,0.0,0.167,2.141,254,train_254,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
255,0.0,0.8,0.2,1.0,0.0,0.0,0.0,1.0,1.57,255,train_255,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
256,0.0,1.0,0.0,0.85,0.15,0.0,0.0,1.0,1.51,256,train_256,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
257,0.75,0.15,0.1,0.0,1.0,0.167,0.0,0.833,1.44,257,train_257,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
258,0.38,0.6,0.02,1.0,0.0,0.008,0.0,0.992,1.6,258,train_258,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
259,1.0,0.0,0.0,0.125,0.875,0.0,0.0,1.0,1.25,259,train_259,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
260,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.9,1.58,260,train_260,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
261,0.3,0.7,0.0,1.0,0.0,0.0,0.0,1.0,1.583,261,train_261,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
262,0.8,0.04,0.16,1.0,0.0,0.57,0.0,0.43,1.89,262,train_262,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
263,0.81,0.16,0.03,1.0,0.0,0.167,0.0,0.833,1.63,263,train_263,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
264,0.8,0.0,0.2,1.0,0.0,0.3,0.0,0.7,1.75,264,train_264,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
265,0.79,0.16,0.05,1.0,0.0,0.13,0.0,0.87,1.59,265,train_265,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
266,1.0,0.0,0.0,0.625,0.375,0.0,0.0,1.0,1.24,266,train_266,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
267,0.8,0.0,0.2,1.0,0.0,0.5,0.0,0.5,1.82,267,train_267,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
268,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.9,1.562,268,train_268,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.31,269,train_269,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
270,0.83,0.17,0.0,1.0,0.0,0.0,0.0,1.0,1.535,270,train_270,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
271,0.0,0.85,0.15,1.0,0.0,0.4,0.0,0.6,1.82,271,train_271,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
272,0.0,0.9,0.1,0.25,0.75,0.0,0.0,1.0,1.27,272,train_272,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
273,0.83,0.17,0.0,1.0,0.0,0.163,0.0,0.837,1.615,273,train_273,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
274,0.9,0.0,0.1,1.0,0.0,1.0,0.0,0.0,2.277,274,train_274,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
275,0.7885,0.1615,0.05,1.0,0.0,0.1,0.0,0.9,1.565,275,train_275,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
276,0.83,0.07,0.1,1.0,0.0,0.17,0.0,0.83,1.63,276,train_276,train,0.9999999999999999,1.0,1.0,-1.1102230246251565e-16,0.0,0.0,True,True,True
277,0.83,0.17,0.0,1.0,0.0,0.157,0.0,0.843,1.61,277,train_277,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
278,0.93,0.0,0.07,1.0,0.0,0.0,0.0,1.0,1.537,278,train_278,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
279,0.0,1.0,0.0,1.0,0.0,0.15,0.0,0.85,1.6,279,train_279,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
280,0.75,0.0,0.25,1.0,0.0,0.2,0.0,0.8,1.694,280,train_280,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
281,1.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,1.43,281,train_281,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
282,0.0,1.0,0.0,1.0,0.0,0.133,0.0,0.867,1.677,282,train_282,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
283,0.9,0.1,0.0,1.0,0.0,0.033,0.0,0.967,1.562,283,train_283,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
284,0.0,1.0,0.0,0.3,0.7,0.0,0.0,1.0,1.17,284,train_284,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,285,train_285,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
286,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.16,286,train_286,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
287,0.83,0.0,0.17,0.7,0.3,0.0,0.0,1.0,1.318,287,train_287,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
288,0.83,0.05,0.12,1.0,0.0,0.4,0.0,0.6,1.74,288,train_288,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
289,0.9,0.1,0.0,1.0,0.0,0.0,0.0,1.0,1.532,289,train_289,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
290,0.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,2.45,290,train_290,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
291,0.7,0.3,0.0,0.7,0.3,0.0,0.0,1.0,1.26,291,train_291,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
292,0.6,0.0,0.4,1.0,0.0,0.256,0.0,0.744,1.65,292,train_292,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
293,0.0,1.0,0.0,1.0,0.0,0.027,0.0,0.973,1.61,293,train_293,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
294,0.83,0.17,0.0,1.0,0.0,1.0,0.0,0.0,2.278,294,train_294,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
295,0.83,0.0,0.17,0.5,0.5,0.0,0.0,1.0,1.26,295,train_295,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
296,0.0,1.0,0.0,0.0,1.0,0.6,0.067,0.333,1.87,296,train_296,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
297,0.0,1.0,0.0,0.4,0.6,0.0,0.0,1.0,1.27,297,train_297,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
298,0.75,0.15,0.1,1.0,0.0,0.333,0.0,0.667,1.73,298,train_298,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
299,0.0,0.9,0.1,1.0,0.0,0.0,0.0,1.0,1.606,299,train_299,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
300,0.85,0.15,0.0,1.0,0.0,0.15,0.0,0.85,1.6,300,train_300,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
301,0.8,0.16,0.04,1.0,0.0,0.167,0.0,0.833,1.633,301,train_301,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
302,0.0,1.0,0.0,1.0,0.0,0.6,0.4,0.0,2.69,302,train_302,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
303,0.8,0.16,0.04,1.0,0.0,0.163,0.0,0.837,1.617,303,train_303,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
304,0.7,0.0,0.3,1.0,0.0,0.0,0.0,1.0,1.58,304,train_304,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
305,0.9,0.0,0.1,1.0,0.0,0.2,0.0,0.8,1.61,305,train_305,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
306,0.0,1.0,0.0,1.0,0.0,0.95,0.0,0.05,2.23,306,train_306,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
307,0.65,0.35,0.0,1.0,0.0,0.0,0.0,1.0,1.52,307,train_307,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
308,0.0,1.0,0.0,1.0,0.0,0.06,0.0,0.94,1.604,308,train_308,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
309,0.85,0.15,0.0,1.0,0.0,0.167,0.0,0.833,1.625,309,train_309,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
310,0.0,1.0,0.0,0.75,0.25,0.9,0.0,0.1,1.99,310,train_310,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
311,0.79,0.16,0.05,1.0,0.0,0.1,0.0,0.9,1.57,311,train_311,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
312,1.0,0.0,0.0,0.0,1.0,0.08,0.0,0.92,1.47,312,train_312,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
313,0.75,0.15,0.1,1.0,0.0,0.17,0.0,0.83,1.63,313,train_313,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
314,0.0,1.0,0.0,1.0,0.0,0.71,0.0,0.29,2.033,314,train_314,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
315,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.62,315,train_315,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
316,0.6,0.3,0.1,1.0,0.0,0.256,0.0,0.744,1.7,316,train_316,train,0.9999999999999999,1.0,1.0,-1.1102230246251565e-16,0.0,0.0,True,True,True
317,0.85,0.0,0.15,1.0,0.0,0.7,0.0,0.3,2.0,317,train_317,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
318,0.925,0.0,0.075,0.0,1.0,0.0,0.0,1.0,1.36,318,train_318,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
319,0.85,0.15,0.0,1.0,0.0,0.15,0.0,0.85,1.583,319,train_319,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
320,0.17,0.83,0.0,1.0,0.0,0.333,0.0,0.667,1.764,320,train_320,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
321,0.0,1.0,0.0,1.0,0.0,0.167,0.0,0.833,1.654,321,train_321,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
322,0.66,0.14,0.2,1.0,0.0,0.167,0.0,0.833,1.6,322,train_322,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
323,0.79,0.16,0.05,0.664,0.336,0.173,0.0,0.827,1.38,323,train_323,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
324,0.915,0.0,0.085,1.0,0.0,0.15,0.0,0.85,1.625,324,train_324,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
325,0.83,0.0,0.17,1.0,0.0,0.0,0.0,1.0,1.54,325,train_325,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
326,0.79,0.16,0.05,1.0,0.0,0.167,0.0,0.833,1.63,326,train_326,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
327,0.0,0.95,0.05,1.0,0.0,0.4,0.0,0.6,1.82,327,train_327,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
328,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.6,1.6,328,train_328,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
329,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.8,1.4,329,train_329,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
330,0.1,0.9,0.0,0.9,0.1,0.0,0.0,1.0,1.44,330,train_330,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
331,0.2,0.8,0.0,1.0,0.0,0.0,0.0,1.0,1.556,331,train_331,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
332,0.733,0.133,0.133,1.0,0.0,0.256,0.0,0.744,1.71,332,train_332,train,0.999,1.0,1.0,-0.0010000000000000009,0.0,0.0,True,True,False
333,0.6,0.4,0.0,0.4,0.6,0.16,0.0,0.84,1.32,333,train_333,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
334,0.76,0.09,0.15,1.0,0.0,0.01,0.0,0.99,1.599,334,train_334,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
335,0.765,0.135,0.1,1.0,0.0,0.15,0.0,0.85,1.611,335,train_335,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
336,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.75,1.63,336,train_336,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
337,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,2.28,337,train_337,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
338,0.0,1.0,0.0,1.0,0.0,0.01,0.0,0.99,1.6,338,train_338,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
339,0.925,0.0,0.075,1.0,0.0,0.0,0.0,1.0,1.51,339,train_339,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
340,0.95,0.0,0.05,1.0,0.0,0.0,0.0,1.0,1.554,340,train_340,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
341,0.0,1.0,0.0,0.0,1.0,0.333,0.0,0.667,1.503,341,train_341,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
342,0.6,0.4,0.0,1.0,0.0,0.133,0.0,0.867,1.58,342,train_342,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
343,0.83,0.12,0.05,1.0,0.0,0.163,0.0,0.837,1.6,343,train_343,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
344,0.0,1.0,0.0,0.65,0.35,0.0,0.0,1.0,1.25,344,train_344,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
345,0.79,0.16,0.05,0.748,0.252,0.173,0.0,0.827,1.38,345,train_345,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
346,0.75,0.15,0.1,1.0,0.0,0.17,0.0,0.83,1.61,346,train_346,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
347,0.9,0.0,0.1,1.0,0.0,0.3,0.0,0.7,1.7,347,train_347,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
348,0.0,0.0,1.0,0.3,0.7,0.0,0.0,1.0,1.29,348,train_348,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
349,0.0,1.0,0.0,1.0,0.0,0.2,0.8,0.0,2.98,349,train_349,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
350,0.83,0.17,0.0,1.0,0.0,0.4,0.0,0.6,1.72,350,train_350,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
351,0.0,1.0,0.0,0.38,0.62,0.0,0.0,1.0,1.22,351,train_351,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
352,0.0,1.0,0.0,1.0,0.0,0.027,0.0,0.973,1.6,352,train_352,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
353,0.85,0.0,0.15,1.0,0.0,0.1,0.0,0.9,1.56,353,train_353,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
354,0.0,1.0,0.0,0.95,0.05,0.0,0.0,1.0,1.5,354,train_354,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
355,0.55,0.37,0.08,1.0,0.0,0.0,0.0,1.0,1.53,355,train_355,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
356,0.5,0.0,0.5,1.0,0.0,0.17,0.0,0.83,1.62,356,train_356,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
357,0.39,0.6,0.01,1.0,0.0,0.008,0.0,0.992,1.6,357,train_357,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
358,0.0,1.0,0.0,0.625,0.375,0.0,0.0,1.0,1.25,358,train_358,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
359,0.0,1.0,0.0,1.0,0.0,0.83,0.17,0.0,2.46,359,train_359,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
360,1.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,1.337,360,train_360,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
361,0.0,1.0,0.0,1.0,0.0,0.075,0.0,0.925,1.62,361,train_361,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
